,tweet,label
10260,police shut series illegal party overnight people enjoyed final weekend revelry tougher coronavirus restriction come force,real
6290,autohemotherapy cure covid,fake
4935,news outlet misusing boy image report child died covid three different country,fake
3935,new case covid19 nigeria lagos oyo fct edo osun ogun river kaduna akwa ibom plateau delta ebonyi imo enugu kano cross river katsina nasarawa borno ekiti bauchi confirmed discharged death,real
6880,rt covid19 spread people animal close contact take step keep pet safe covid19 :/ …,real
7846,member staff considered close contact patient cared separate room emergency department wore surgical mask duration time akl city hospital require hospitalisation,real
2384,people within health sector care sector course getting access testing prioritised responds report lack covid19 testing forcing frontline staff miss work kay burley,real
7084,claimed gop bill call medical malpractice suit even they're covid-related fact-checked,fake
115,well reporting quite effectively refuse put number table dashboard reason beyond,real
1863,coronavirus killing people economy �,fake
10575,due covid would-be robber trouble distinguishing face mask-wearing customer crime,fake
3119,bandhugan using panchagavya based nasal spray corona outbreak since anti-viral form layer around mucus membrane logically reduce chance infection also helped feel energetic,fake
4258,videograph show covid dangerous former outbreak,fake
9816,france classifies tunisia red zone due covid tunisia classifies france green area,fake
902,indian council medical research icmr issued guideline post-lockdown phase,fake
2819,ok new site here's look visual evolution there's least much change hood last three week we've built process sustain project long term,real
3822,news story italian tv rai prof coronavirus created lab chinese government,fake
8030,south sudan's president senior minister appeared public recent week wearing so-called “ virus removal card ” clip-on tag marketed prevention infectious disease afp fact check found item sale online various country including lebanon malaysia philippine,fake
9480,message claimed indian government plan ease lockdown restriction imposed country five stage,fake
10333,study annals internal medicine estimate probability pcr test resulting false-negative varies course illness highest risk symptom appear lowest three day symptom appear,real
4699,news government coronavirus strategy enters ‘ hope sort phase,fake
9457,rt warning ⚠ due large amount speculation regarding covid19 reminder rely official source accurate informat …,real
3802,worried family member independent care facility protect covid19 help monitoring food medical supply may need creating back-up plan visit,real
8807,social gathering six people illegal england coronavirus rule six come force,real
6068,pandemic create significant change nursing home industry nothing ever,real
5810,doctor behind video ya'll keep sharing hydroxychloroquine cure corona virus,fake
3536,mean old man loses voice yelling covid detourers get grass coronavirus old people,fake
3825,president trump agrees stop calling covid chinese flu wuhan flu chinese curse coronavirus,fake
6642,new case covid19 nigeria plateau lagos kaduna fct ogun katsina imo edo nasarawa river bayelsa oyo osun confirmed discharged death,real
